job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Analyst,17,High School,2,Technology,Large,India,No,5,89508
Frontend Developer,16,High School,16,Media,Large,India,Hybrid,2,99511
AI Engineer,4,Master,8,Manufacturing,Startup,India,Hybrid,5,96640
Cloud Engineer,19,PhD,4,Education,Large,India,No,4,139152
Business Analyst,0,Diploma,18,Government,Large,India,Hybrid,1,71732
Product Manager,12,Bachelor,8,Retail,Enterprise,India,Yes,3,132381
Data Analyst,9,High School,10,Government,Enterprise,India,Yes,3,78976
Product Manager,12,Diploma,13,Technology,Enterprise,India,Yes,4,127132
Backend Developer,12,High School,14,Consulting,Medium,India,No,4,94933
Business Analyst,13,PhD,10,Media,Small,India,Yes,1,92769
Data Scientist,4,Diploma,15,Telecom,Small,India,Hybrid,4,73757
Cloud Engineer,12,PhD,11,Manufacturing,Startup,India,Yes,2,108485
Product Manager,11,Bachelor,19,Consulting,Enterprise,India,Hybrid,1,118048
Data Analyst,9,PhD,10,Education,Small,India,Yes,5,94797
Business Analyst,5,High School,4,Healthcare,Enterprise,India,Yes,5,70002
Backend Developer,0,Diploma,13,Retail,Small,India,No,3,65750
Data Analyst,20,Bachelor,12,Education,Startup,India,Hybrid,1,77934
Frontend Developer,13,High School,12,Telecom,Large,India,Hybrid,0,85236
Cybersecurity Analyst,15,PhD,13,Education,Medium,India,No,3,119360
Software Engineer,9,Diploma,13,Telecom,Enterprise,India,Yes,2,105752
Cybersecurity Analyst,13,Bachelor,10,Manufacturing,Medium,India,No,5,105498
AI Engineer,7,High School,12,Healthcare,Small,India,No,1,85396
Business Analyst,17,PhD,1,Retail,Large,India,Yes,3,116315
Backend Developer,13,High School,2,Media,Startup,India,Hybrid,1,74057
Business Analyst,6,High School,10,Healthcare,Large,India,Hybrid,2,63180
Machine Learning Engineer,1,High School,19,Telecom,Startup,India,Hybrid,1,67562
Software Engineer,15,PhD,12,Government,Startup,India,Yes,3,115231
Frontend Developer,7,PhD,8,Finance,Large,India,No,4,104949
Software Engineer,5,High School,5,Manufacturing,Small,India,Hybrid,3,67012
Data Scientist,15,Bachelor,14,Education,Startup,India,Yes,1,88941
Product Manager,20,PhD,12,Healthcare,Startup,India,Yes,5,124513
Business Analyst,16,PhD,9,Government,Startup,India,Hybrid,4,96826
AI Engineer,8,Bachelor,13,Consulting,Large,India,Hybrid,4,122577
Machine Learning Engineer,6,PhD,9,Retail,Large,India,Yes,1,118732
Machine Learning Engineer,8,Master,12,Healthcare,Medium,India,Yes,3,104985
Cloud Engineer,14,Diploma,4,Consulting,Medium,India,Hybrid,1,98017
Data Analyst,20,Diploma,14,Consulting,Medium,India,Hybrid,0,96458
Frontend Developer,7,Master,18,Retail,Startup,India,Hybrid,4,83541
Frontend Developer,2,Diploma,9,Healthcare,Medium,India,Yes,2,66873
Backend Developer,17,Master,3,Telecom,Startup,India,No,3,88122
Backend Developer,20,Master,6,Education,Startup,India,Yes,0,109259
Cybersecurity Analyst,8,Master,1,Telecom,Large,India,Hybrid,2,98172
Machine Learning Engineer,7,Bachelor,18,Education,Enterprise,India,Hybrid,5,127014
Product Manager,5,Bachelor,9,Retail,Small,India,Yes,5,89939
Cybersecurity Analyst,10,High School,13,Government,Large,India,No,0,85257
Software Engineer,6,Bachelor,4,Government,Enterprise,India,Hybrid,2,89482
Machine Learning Engineer,4,High School,18,Media,Medium,India,Yes,1,93136
Product Manager,5,Bachelor,11,Consulting,Startup,India,No,1,86012
Backend Developer,7,Master,12,Manufacturing,Enterprise,India,Hybrid,2,105654
Data Scientist,18,High School,1,Media,Startup,India,No,2,90406
Data Analyst,1,Bachelor,3,Finance,Startup,India,No,5,48486
Data Scientist,15,Bachelor,2,Healthcare,Enterprise,India,Yes,5,122258
Machine Learning Engineer,3,PhD,9,Healthcare,Small,India,Yes,5,106033
Cloud Engineer,5,High School,17,Telecom,Large,India,Yes,0,90112
Business Analyst,18,PhD,6,Consulting,Enterprise,India,Yes,2,126804
Machine Learning Engineer,14,Master,6,Telecom,Large,India,Yes,3,148522
Data Analyst,3,PhD,17,Manufacturing,Medium,India,Yes,3,90667
Data Scientist,7,PhD,18,Manufacturing,Large,India,No,2,118612
Backend Developer,4,High School,3,Consulting,Startup,India,Yes,3,66510
Software Engineer,4,High School,9,Media,Large,India,Yes,2,82281
AI Engineer,12,Diploma,6,Manufacturing,Startup,India,No,2,101668
AI Engineer,10,Bachelor,8,Telecom,Medium,India,Hybrid,0,103522
Data Scientist,6,Master,6,Government,Medium,India,Hybrid,0,83571
Cloud Engineer,5,Diploma,14,Government,Small,India,Yes,2,90777
DevOps Engineer,11,High School,10,Media,Startup,India,Yes,3,78447
AI Engineer,17,Bachelor,1,Telecom,Enterprise,India,Yes,2,151777
Product Manager,16,High School,9,Consulting,Enterprise,India,Yes,2,123981
Data Scientist,6,PhD,6,Education,Small,India,No,5,86433
Business Analyst,15,PhD,10,Finance,Small,India,No,0,89203
AI Engineer,8,High School,10,Retail,Enterprise,India,No,4,124223
Cloud Engineer,18,Master,15,Consulting,Small,India,No,1,109327
Software Engineer,14,Bachelor,18,Telecom,Medium,India,Hybrid,3,104435
AI Engineer,7,High School,13,Healthcare,Large,India,Hybrid,4,108559
DevOps Engineer,14,High School,6,Healthcare,Large,India,No,1,104419
Data Analyst,18,PhD,10,Media,Enterprise,India,Yes,3,124653
Product Manager,13,PhD,9,Media,Enterprise,India,Hybrid,0,143169
AI Engineer,14,Master,19,Manufacturing,Medium,India,Hybrid,4,133576
Product Manager,9,High School,12,Technology,Startup,India,Hybrid,1,84663
Backend Developer,5,Diploma,11,Healthcare,Startup,India,Hybrid,3,64836
Cybersecurity Analyst,10,Bachelor,15,Education,Enterprise,India,No,2,117802
Software Engineer,9,Master,5,Government,Small,India,No,0,74180
AI Engineer,10,High School,6,Government,Medium,India,Hybrid,2,98915
Product Manager,18,Bachelor,14,Education,Small,India,Yes,2,118361
AI Engineer,10,Diploma,13,Retail,Enterprise,India,Yes,5,132999
Backend Developer,17,Diploma,15,Retail,Startup,India,No,0,91909
Frontend Developer,20,Bachelor,13,Telecom,Medium,India,Hybrid,0,100662
Cybersecurity Analyst,19,Master,15,Technology,Startup,India,No,2,100948
Data Scientist,12,Master,12,Education,Small,India,Hybrid,2,98632
AI Engineer,11,High School,19,Government,Medium,India,Yes,2,113977
Data Analyst,18,High School,11,Consulting,Medium,India,Hybrid,5,83224
Cloud Engineer,15,Master,1,Healthcare,Medium,India,No,5,101410
Backend Developer,17,PhD,18,Telecom,Small,India,Hybrid,0,109287
AI Engineer,9,Bachelor,8,Manufacturing,Small,India,No,0,86666
Machine Learning Engineer,4,Master,12,Media,Small,India,Yes,2,96528
Cloud Engineer,11,Diploma,16,Telecom,Startup,India,No,1,86449
Product Manager,2,Master,5,Telecom,Large,India,No,1,101884
Product Manager,15,PhD,14,Telecom,Large,India,Yes,4,135925
DevOps Engineer,3,High School,2,Technology,Medium,India,No,3,77635
Business Analyst,11,Bachelor,8,Government,Large,India,No,1,86252
Cybersecurity Analyst,13,PhD,12,Technology,Small,India,Yes,1,114909
Backend Developer,13,High School,11,Government,Small,India,Yes,4,84663
Business Analyst,0,Master,18,Healthcare,Enterprise,India,No,4,81058
Cloud Engineer,1,Bachelor,4,Media,Large,India,Yes,2,96160
DevOps Engineer,15,Bachelor,18,Consulting,Small,India,Yes,4,110365
DevOps Engineer,2,Master,16,Manufacturing,Large,India,No,2,91646
Data Scientist,10,Master,6,Media,Enterprise,India,Yes,5,119786
Product Manager,17,Bachelor,14,Technology,Enterprise,India,Yes,1,136698
Cloud Engineer,9,Bachelor,9,Finance,Enterprise,India,Yes,1,121683
Cybersecurity Analyst,9,Master,4,Retail,Enterprise,India,Hybrid,3,109283
Software Engineer,7,PhD,6,Healthcare,Startup,India,Hybrid,1,79186
Cybersecurity Analyst,10,Bachelor,16,Technology,Startup,India,Hybrid,1,89760
AI Engineer,5,Master,13,Education,Startup,India,Yes,3,97718
Frontend Developer,9,Diploma,11,Government,Medium,India,Hybrid,4,77818
Machine Learning Engineer,1,Bachelor,15,Consulting,Enterprise,India,Hybrid,5,118991
DevOps Engineer,10,Diploma,13,Telecom,Startup,India,No,3,75481
Business Analyst,0,Bachelor,13,Finance,Medium,India,No,2,56019
Data Scientist,15,Master,15,Technology,Small,India,Hybrid,2,99667
DevOps Engineer,18,Bachelor,9,Manufacturing,Enterprise,India,Yes,2,126951
DevOps Engineer,10,PhD,11,Healthcare,Large,India,No,2,121880
DevOps Engineer,8,Diploma,19,Media,Enterprise,India,Yes,1,116121
Business Analyst,13,Diploma,1,Healthcare,Medium,India,Yes,4,76041
Backend Developer,7,Master,19,Technology,Enterprise,India,Hybrid,5,115938
Data Scientist,7,Master,12,Healthcare,Medium,India,No,3,96470
Frontend Developer,14,High School,7,Government,Large,India,Hybrid,3,93117
Data Scientist,15,Bachelor,10,Telecom,Startup,India,Hybrid,2,97058
Frontend Developer,8,High School,13,Telecom,Large,India,No,1,77207
Cybersecurity Analyst,9,High School,16,Technology,Medium,India,No,3,84775
Cloud Engineer,11,Diploma,19,Healthcare,Large,India,Hybrid,3,113015
Data Scientist,7,Bachelor,14,Manufacturing,Medium,India,No,1,85581
AI Engineer,6,Master,6,Finance,Large,India,Hybrid,5,119145
Machine Learning Engineer,4,Bachelor,10,Finance,Startup,India,Hybrid,4,73430
Business Analyst,16,PhD,6,Education,Medium,India,Hybrid,5,102274
Data Analyst,9,Bachelor,7,Education,Large,India,No,3,67576
Product Manager,20,Bachelor,16,Telecom,Enterprise,India,Yes,5,158299
Backend Developer,16,PhD,7,Telecom,Enterprise,India,No,2,135700
Data Scientist,20,High School,16,Government,Small,India,Hybrid,5,97658
DevOps Engineer,11,PhD,17,Healthcare,Small,India,Hybrid,1,114364
Product Manager,20,Bachelor,2,Technology,Enterprise,India,Yes,0,130817
Business Analyst,16,Bachelor,4,Technology,Medium,India,No,1,83215
Data Analyst,16,High School,14,Government,Small,India,No,2,77523
Cloud Engineer,18,Master,16,Healthcare,Medium,India,Hybrid,0,113243
Data Scientist,2,Diploma,12,Education,Large,India,No,0,68525
Product Manager,12,Bachelor,2,Finance,Startup,India,Yes,3,92491
Cloud Engineer,14,PhD,16,Finance,Enterprise,India,Yes,1,143296
Business Analyst,14,Bachelor,13,Technology,Large,India,Yes,0,89364
Backend Developer,15,Diploma,14,Finance,Small,India,No,5,93070
Cloud Engineer,10,PhD,17,Retail,Startup,India,Yes,4,112408
Data Scientist,17,Diploma,19,Healthcare,Large,India,No,2,119165
Product Manager,8,Master,1,Technology,Small,India,No,1,84611
Data Scientist,7,Bachelor,4,Government,Startup,India,No,3,73244
Software Engineer,9,PhD,5,Consulting,Enterprise,India,Yes,1,113616
Frontend Developer,1,Diploma,14,Technology,Enterprise,India,No,4,81807
Data Analyst,8,Diploma,19,Telecom,Large,India,No,3,79946
DevOps Engineer,18,PhD,10,Manufacturing,Small,India,Yes,1,122552
Business Analyst,17,Bachelor,12,Consulting,Medium,India,Yes,2,90037
DevOps Engineer,20,High School,15,Government,Medium,India,Hybrid,5,109258
Cloud Engineer,12,Diploma,3,Telecom,Small,India,Yes,4,94826
AI Engineer,1,Diploma,13,Technology,Large,India,Yes,5,103040
Product Manager,9,PhD,12,Media,Startup,India,Hybrid,0,100649
DevOps Engineer,2,Master,7,Retail,Startup,India,No,4,73837
Backend Developer,9,Master,14,Consulting,Large,India,No,5,107294
Data Analyst,13,PhD,1,Healthcare,Large,India,No,5,99684
Cloud Engineer,8,PhD,12,Manufacturing,Large,India,Yes,1,116399
DevOps Engineer,15,Bachelor,8,Manufacturing,Enterprise,India,Yes,4,117929
AI Engineer,4,Bachelor,4,Technology,Small,India,Yes,5,97877
Software Engineer,6,High School,5,Telecom,Enterprise,India,Hybrid,3,85463
Backend Developer,12,Master,8,Consulting,Enterprise,India,Yes,3,125942
Backend Developer,8,Bachelor,15,Retail,Large,India,Yes,0,94540
Product Manager,19,Bachelor,18,Education,Medium,India,Hybrid,4,125039
Software Engineer,16,High School,15,Technology,Small,India,Yes,0,93101
Product Manager,11,PhD,14,Technology,Startup,India,Yes,0,107260
Cloud Engineer,11,Master,5,Manufacturing,Large,India,Yes,3,119435
Product Manager,2,Master,4,Consulting,Medium,India,No,2,84137
Business Analyst,18,High School,6,Retail,Small,India,No,2,68309
AI Engineer,3,Master,17,Technology,Startup,India,Hybrid,1,101158
DevOps Engineer,6,Bachelor,6,Healthcare,Enterprise,India,Hybrid,1,98399
Backend Developer,13,High School,6,Education,Medium,India,No,4,81765
Business Analyst,14,Diploma,9,Manufacturing,Large,India,No,3,85486
Data Scientist,20,PhD,6,Manufacturing,Startup,India,Hybrid,2,106385
Data Scientist,19,High School,10,Consulting,Enterprise,India,No,3,114462
Data Scientist,9,Diploma,9,Finance,Small,India,Hybrid,0,84053
Machine Learning Engineer,7,Diploma,2,Manufacturing,Enterprise,India,Hybrid,3,108949
Data Analyst,18,PhD,16,Telecom,Large,India,Yes,0,116808
Frontend Developer,12,Bachelor,17,Telecom,Large,India,No,3,100237
Frontend Developer,1,Master,7,Telecom,Startup,India,Yes,5,66912
AI Engineer,6,Bachelor,9,Technology,Enterprise,India,Yes,2,131587
Backend Developer,0,PhD,16,Government,Small,India,Hybrid,5,74347
Cloud Engineer,17,Bachelor,8,Healthcare,Medium,India,Yes,1,115658
Cybersecurity Analyst,19,Bachelor,13,Manufacturing,Small,India,Hybrid,1,98665
Frontend Developer,6,Master,10,Technology,Enterprise,India,Yes,5,106998
Cloud Engineer,5,High School,10,Consulting,Startup,India,Yes,5,81085
Data Analyst,14,High School,15,Manufacturing,Small,India,No,2,75943
Data Analyst,16,Bachelor,13,Retail,Medium,India,Yes,0,88643
AI Engineer,20,PhD,13,Consulting,Large,India,Yes,2,165098
Machine Learning Engineer,11,PhD,5,Education,Enterprise,India,Yes,0,148180
AI Engineer,10,Bachelor,5,Manufacturing,Small,India,Yes,1,110228
Data Scientist,11,Master,8,Telecom,Large,India,Yes,1,116729
Software Engineer,19,High School,5,Retail,Startup,India,Hybrid,1,93038
Cloud Engineer,9,Diploma,5,Media,Startup,India,No,5,85973
Product Manager,18,PhD,8,Media,Small,India,No,5,117934
Business Analyst,17,Master,16,Education,Medium,India,Yes,4,93939
Backend Developer,18,Bachelor,4,Retail,Medium,India,Hybrid,5,101955
Cybersecurity Analyst,19,Diploma,2,Government,Medium,India,No,3,104035
Backend Developer,1,High School,14,Retail,Startup,India,Hybrid,1,67003
DevOps Engineer,3,Bachelor,10,Consulting,Startup,India,Yes,0,69003
Frontend Developer,4,Diploma,7,Retail,Enterprise,India,Hybrid,0,87998
Data Scientist,13,PhD,16,Healthcare,Medium,India,No,5,117794
Data Analyst,6,PhD,7,Technology,Large,India,Yes,5,95642
Software Engineer,15,Diploma,3,Consulting,Enterprise,India,Yes,0,107262
Software Engineer,6,PhD,18,Telecom,Large,India,Yes,5,121069
Software Engineer,6,Bachelor,8,Manufacturing,Large,India,Hybrid,3,87858
Cybersecurity Analyst,13,Master,15,Finance,Medium,India,Hybrid,4,107700
Machine Learning Engineer,4,PhD,17,Manufacturing,Medium,India,Hybrid,3,100358
AI Engineer,18,PhD,11,Manufacturing,Enterprise,India,Yes,0,166734
Data Scientist,15,PhD,14,Manufacturing,Medium,India,Yes,3,124336
Cloud Engineer,12,PhD,12,Technology,Large,India,Yes,1,129275
Machine Learning Engineer,2,Bachelor,5,Consulting,Enterprise,India,Yes,1,105891
Data Analyst,11,High School,2,Government,Enterprise,India,No,1,73748
Data Analyst,1,Diploma,2,Consulting,Enterprise,India,Yes,0,58773
Backend Developer,15,Diploma,6,Manufacturing,Small,India,No,2,86004
Data Scientist,18,High School,9,Government,Large,India,Hybrid,5,117776
Data Scientist,2,Bachelor,11,Education,Enterprise,India,Yes,2,93586
AI Engineer,6,PhD,19,Education,Large,India,Yes,2,141592
Business Analyst,14,Bachelor,11,Healthcare,Enterprise,India,Yes,2,103401
DevOps Engineer,3,PhD,7,Media,Enterprise,India,No,5,118015
AI Engineer,1,High School,9,Manufacturing,Startup,India,Yes,1,80907
Frontend Developer,8,Master,19,Telecom,Enterprise,India,Yes,3,113394
DevOps Engineer,8,High School,5,Finance,Enterprise,India,Yes,3,96454
Data Analyst,5,Bachelor,16,Technology,Enterprise,India,No,0,78205
Backend Developer,12,Master,12,Telecom,Medium,India,No,0,97760
Cybersecurity Analyst,18,Diploma,9,Finance,Medium,India,Hybrid,4,99824
DevOps Engineer,0,Bachelor,2,Government,Medium,India,Hybrid,1,70929
Data Analyst,20,Diploma,12,Media,Large,India,No,0,92945
Software Engineer,9,Bachelor,10,Finance,Small,India,Hybrid,1,83565
Data Analyst,19,Bachelor,5,Healthcare,Medium,India,Yes,1,97395
DevOps Engineer,20,Master,6,Education,Large,India,No,1,132399
Cloud Engineer,17,Master,19,Manufacturing,Startup,India,Yes,1,104824
DevOps Engineer,13,High School,1,Retail,Enterprise,India,Yes,3,108929
Cybersecurity Analyst,10,Bachelor,1,Government,Small,India,No,2,79778
Software Engineer,17,Diploma,6,Manufacturing,Small,India,No,3,92188
Frontend Developer,11,Master,3,Technology,Small,India,Yes,0,93524
Data Analyst,7,Master,12,Education,Startup,India,Hybrid,0,70666
Data Analyst,4,Bachelor,14,Telecom,Medium,India,No,2,73504
Data Scientist,15,Diploma,7,Education,Large,India,Hybrid,4,105588
DevOps Engineer,10,Bachelor,18,Technology,Small,India,No,4,100993
Machine Learning Engineer,2,Bachelor,6,Media,Large,India,No,4,102086
Cloud Engineer,9,Master,8,Manufacturing,Small,India,No,4,91572
AI Engineer,7,High School,8,Education,Small,India,Yes,4,99320
Cloud Engineer,3,Bachelor,17,Finance,Medium,India,Yes,4,93996
Cybersecurity Analyst,20,Diploma,5,Healthcare,Small,India,Yes,0,103127
DevOps Engineer,18,High School,16,Consulting,Startup,India,Yes,2,102405
Product Manager,11,Bachelor,2,Healthcare,Startup,India,Yes,4,82936
Cloud Engineer,13,PhD,1,Media,Small,India,Yes,3,101258
Cybersecurity Analyst,18,PhD,11,Manufacturing,Medium,India,No,1,120159
Cloud Engineer,17,High School,5,Manufacturing,Small,India,No,4,91586
Cybersecurity Analyst,18,Master,14,Healthcare,Small,India,Hybrid,2,117189
Software Engineer,18,PhD,2,Retail,Enterprise,India,Yes,5,144684
DevOps Engineer,6,Master,19,Retail,Startup,India,Yes,3,89918
Cloud Engineer,14,High School,7,Technology,Startup,India,Yes,5,86955
Data Scientist,18,Diploma,4,Technology,Enterprise,India,Yes,2,115121
Business Analyst,13,PhD,7,Retail,Medium,India,Hybrid,0,92690
Frontend Developer,12,Master,3,Consulting,Large,India,Hybrid,4,94331
Cloud Engineer,18,Diploma,15,Manufacturing,Large,India,Yes,4,123023
Cloud Engineer,14,High School,10,Technology,Startup,India,No,3,80866
Machine Learning Engineer,2,Master,6,Media,Medium,India,Yes,0,100561
Machine Learning Engineer,2,Master,4,Finance,Large,India,No,3,106287
Cloud Engineer,4,PhD,3,Manufacturing,Medium,India,No,5,101078
Data Analyst,15,PhD,2,Healthcare,Enterprise,India,Yes,3,121043
DevOps Engineer,19,PhD,2,Consulting,Medium,India,Hybrid,0,118819
Product Manager,14,PhD,5,Telecom,Startup,India,No,3,104533
Cybersecurity Analyst,5,Diploma,5,Education,Medium,India,Hybrid,5,85145
Data Scientist,2,Bachelor,5,Healthcare,Small,India,Yes,0,76409
Product Manager,6,Master,9,Consulting,Medium,India,No,4,96176
Business Analyst,11,PhD,5,Retail,Startup,India,Yes,3,83049
AI Engineer,5,High School,15,Finance,Large,India,Hybrid,0,105923
Frontend Developer,11,High School,4,Government,Enterprise,India,Yes,1,87695
Cybersecurity Analyst,4,Bachelor,2,Manufacturing,Small,India,Yes,0,74879
Software Engineer,16,Bachelor,3,Education,Startup,India,Yes,3,88751
DevOps Engineer,3,High School,3,Technology,Medium,India,No,3,65867
Data Scientist,9,High School,19,Telecom,Enterprise,India,Yes,4,117387
Software Engineer,13,High School,2,Retail,Enterprise,India,Yes,4,110347
Cybersecurity Analyst,6,High School,3,Media,Small,India,Yes,1,73337
Business Analyst,6,Master,9,Finance,Large,India,No,2,82729
Software Engineer,19,Diploma,19,Media,Small,India,Yes,0,104314
Backend Developer,3,PhD,4,Consulting,Enterprise,India,Yes,1,105459
DevOps Engineer,14,Bachelor,1,Consulting,Large,India,No,5,105634
Cybersecurity Analyst,4,PhD,4,Retail,Enterprise,India,No,3,117583
Software Engineer,19,PhD,1,Retail,Small,India,No,2,106211
DevOps Engineer,9,High School,15,Manufacturing,Startup,India,Hybrid,0,74291
Software Engineer,2,High School,14,Consulting,Medium,India,Hybrid,3,76537
Business Analyst,4,Bachelor,19,Technology,Startup,India,Yes,0,67463
Product Manager,14,Bachelor,8,Retail,Medium,India,Yes,0,106019
AI Engineer,4,Master,5,Technology,Medium,India,Yes,2,100085
Data Analyst,11,High School,15,Finance,Small,India,Yes,1,67021
Business Analyst,15,Master,10,Media,Large,India,Yes,4,118251
AI Engineer,3,Master,18,Telecom,Medium,India,No,0,108325
Cybersecurity Analyst,2,High School,17,Government,Medium,India,No,0,66510
Product Manager,0,Diploma,15,Healthcare,Small,India,Hybrid,1,77927
Frontend Developer,19,Bachelor,16,Healthcare,Large,India,Hybrid,2,116061
Frontend Developer,12,Diploma,6,Retail,Medium,India,Hybrid,1,84933
Cloud Engineer,9,Bachelor,8,Technology,Startup,India,Yes,0,86740
Backend Developer,7,Diploma,14,Education,Startup,India,No,3,80249
Machine Learning Engineer,11,High School,3,Retail,Startup,India,Hybrid,0,84676
AI Engineer,2,Master,11,Telecom,Startup,India,No,1,99863
Software Engineer,20,Bachelor,1,Education,Small,India,Hybrid,0,96078
Software Engineer,0,High School,1,Healthcare,Small,India,Yes,0,57661
Backend Developer,6,Bachelor,17,Telecom,Enterprise,India,Yes,5,103422
Backend Developer,7,PhD,12,Consulting,Startup,India,Yes,5,90369
Backend Developer,18,High School,4,Telecom,Small,India,Hybrid,2,87237
DevOps Engineer,15,Diploma,8,Finance,Small,India,No,1,94504
Machine Learning Engineer,8,PhD,9,Telecom,Startup,India,Hybrid,3,100268
Frontend Developer,2,Master,14,Finance,Enterprise,India,No,1,91697
DevOps Engineer,5,High School,5,Manufacturing,Startup,India,No,4,71809
Business Analyst,8,PhD,2,Government,Large,India,No,3,96064
Data Analyst,18,Master,4,Government,Large,India,No,0,98843
Frontend Developer,7,Diploma,4,Education,Large,India,Hybrid,5,80842
AI Engineer,3,PhD,15,Manufacturing,Large,India,Yes,0,129014
Cloud Engineer,18,Bachelor,19,Healthcare,Startup,India,Hybrid,0,104098
Business Analyst,12,Diploma,12,Media,Large,India,Hybrid,4,85641
Business Analyst,9,PhD,6,Government,Medium,India,Hybrid,0,89735
Frontend Developer,5,PhD,11,Government,Small,India,Yes,0,87694
Software Engineer,11,Master,5,Technology,Enterprise,India,Yes,4,127631
DevOps Engineer,7,Bachelor,17,Finance,Small,India,Yes,0,91621
Business Analyst,7,Master,16,Finance,Startup,India,Yes,5,77766
Machine Learning Engineer,16,Master,4,Government,Medium,India,Hybrid,5,113080
AI Engineer,3,Master,12,Retail,Enterprise,India,Yes,1,128333
DevOps Engineer,3,PhD,2,Retail,Small,India,Yes,0,94547
Data Scientist,9,PhD,11,Media,Small,India,No,2,102159
Machine Learning Engineer,19,Bachelor,15,Healthcare,Startup,India,Yes,1,113326
Cybersecurity Analyst,13,Bachelor,6,Finance,Large,India,No,3,116353
Data Scientist,13,Master,15,Education,Large,India,No,0,116446
Data Analyst,6,Bachelor,10,Government,Medium,India,Hybrid,3,64771
Cloud Engineer,1,Diploma,4,Education,Startup,India,Hybrid,0,69382
Frontend Developer,20,Bachelor,17,Technology,Startup,India,Yes,2,106313
Business Analyst,12,High School,2,Government,Medium,India,Hybrid,2,79983
AI Engineer,10,Diploma,10,Retail,Small,India,No,2,90306
Frontend Developer,10,Bachelor,4,Retail,Enterprise,India,Yes,3,104368
AI Engineer,3,Diploma,13,Healthcare,Medium,India,Yes,5,111423
Business Analyst,18,Bachelor,1,Technology,Medium,India,No,2,88606
Data Scientist,7,High School,2,Healthcare,Small,India,Hybrid,3,76499
Backend Developer,3,PhD,5,Healthcare,Small,India,Yes,0,81661
Backend Developer,15,High School,7,Retail,Small,India,Hybrid,1,79100
Backend Developer,6,High School,13,Technology,Large,India,Yes,3,83003
Software Engineer,2,Diploma,3,Government,Large,India,Yes,1,78862
Backend Developer,14,High School,2,Education,Large,India,No,4,86403
Business Analyst,14,PhD,12,Healthcare,Enterprise,India,Yes,2,115493
Cloud Engineer,5,High School,7,Education,Medium,India,No,4,84245
Software Engineer,9,Master,18,Consulting,Small,India,Hybrid,5,94881
Data Scientist,16,Master,13,Government,Enterprise,India,No,3,132635
Backend Developer,12,Bachelor,13,Healthcare,Medium,India,No,0,84387
Machine Learning Engineer,1,Master,18,Finance,Medium,India,Hybrid,4,108093
Cloud Engineer,15,Bachelor,11,Telecom,Large,India,No,3,114577
Data Scientist,10,PhD,2,Healthcare,Large,India,No,5,125188
Data Scientist,2,High School,1,Technology,Small,India,Hybrid,5,63580
Machine Learning Engineer,16,High School,18,Media,Medium,India,Hybrid,0,97789
AI Engineer,4,PhD,13,Media,Startup,India,No,0,105209
Business Analyst,5,Diploma,16,Telecom,Startup,India,Hybrid,5,57856
Business Analyst,5,Bachelor,4,Finance,Enterprise,India,Hybrid,4,77594
DevOps Engineer,10,Bachelor,13,Telecom,Large,India,Yes,0,114311
Product Manager,10,Master,9,Manufacturing,Medium,India,Yes,4,112293
Frontend Developer,16,High School,14,Media,Startup,India,Yes,4,83694
Cloud Engineer,5,Diploma,12,Consulting,Small,India,Yes,3,92239
Cybersecurity Analyst,10,Master,17,Healthcare,Startup,India,No,0,92028
Cloud Engineer,0,Bachelor,19,Technology,Large,India,No,0,93619
DevOps Engineer,3,PhD,14,Media,Enterprise,India,No,2,117240
AI Engineer,4,Master,16,Manufacturing,Enterprise,India,Yes,4,139278
Machine Learning Engineer,16,PhD,8,Retail,Large,India,Yes,2,144887
Data Analyst,15,Bachelor,13,Manufacturing,Enterprise,India,Yes,2,96635
Cloud Engineer,3,Bachelor,5,Government,Medium,India,Hybrid,3,87118
AI Engineer,18,Master,15,Education,Small,India,Yes,5,133461
Backend Developer,9,PhD,14,Education,Large,India,Hybrid,3,115218
Backend Developer,7,High School,16,Finance,Medium,India,Yes,1,78226
Frontend Developer,11,Master,11,Manufacturing,Startup,India,No,5,85542
Backend Developer,1,Diploma,11,Retail,Medium,India,Hybrid,2,78994
DevOps Engineer,8,Master,11,Consulting,Startup,India,Yes,3,90715
Frontend Developer,15,High School,8,Manufacturing,Enterprise,India,Yes,2,113752
Data Scientist,14,PhD,5,Education,Enterprise,India,Hybrid,1,136154
Machine Learning Engineer,12,PhD,12,Education,Medium,India,Hybrid,4,111695
Cybersecurity Analyst,4,Master,15,Education,Large,India,Hybrid,4,104270
AI Engineer,2,PhD,3,Retail,Large,India,No,5,122445
Backend Developer,18,Master,11,Healthcare,Enterprise,India,Hybrid,4,133183
Data Scientist,5,PhD,6,Finance,Large,India,Hybrid,2,91761
Cybersecurity Analyst,5,Bachelor,19,Consulting,Large,India,No,0,104173
Product Manager,5,High School,15,Retail,Large,India,Hybrid,3,94418
Software Engineer,9,High School,5,Technology,Enterprise,India,Hybrid,2,85934
Cloud Engineer,19,High School,1,Healthcare,Enterprise,India,Hybrid,0,116040
Software Engineer,16,Master,12,Government,Startup,India,Yes,4,97414
Software Engineer,3,High School,16,Consulting,Large,India,Hybrid,0,75305
DevOps Engineer,8,High School,15,Telecom,Small,India,No,1,79704
Cloud Engineer,6,Diploma,4,Retail,Startup,India,Hybrid,0,67100
